0.00000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, -1.00000
0.10000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.20000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.30000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.40000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.50000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.60000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.70000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.80000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
0.90000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
1.00000, 4.50000, 1.00000, 0.00000, 1.57080, 0.00000, 7.01000
1.10000, 4.50000, 1.00000, 0.10000, 1.57080, 0.00000, 7.01000
1.20000, 4.50000, 1.01000, 0.10000, 1.57080, 0.00000, 7.00000
1.30000, 4.50000, 1.02000, 0.20000, 1.57080, 0.00000, 6.99000
1.40000, 4.50000, 1.04000, 0.20000, 1.57080, 0.00000, 6.97000
1.50000, 4.50000, 1.06000, 0.30000, 1.57080, 0.00000, 6.95000
1.60000, 4.50000, 1.09000, 0.30000, 1.57080, 0.00000, 6.92000
1.70000, 4.50000, 1.12000, 0.30000, 1.53938, -0.31416, 6.89000
1.80000, 4.50094, 1.14999, 0.30000, 1.53938, 0.00000, 6.86000
1.90000, 4.50188, 1.17997, 0.30000, 1.53938, 0.00000, 6.83000
2.00000, 4.50283, 1.20996, 0.30000, 1.53938, 0.00000, 6.80000
2.10000, 4.50377, 1.23994, 0.30000, 1.50796, -0.31416, 6.78000
2.20000, 4.50565, 1.26988, 0.30000, 1.47655, -0.31416, 6.77000
2.30000, 4.50848, 1.29975, 0.30000, 1.44513, -0.31416, 3.93000
2.40000, 4.51224, 1.32951, 0.30000, 1.41372, -0.31416, 3.72000
2.50000, 4.51693, 1.35914, 0.30000, 1.41372, 0.00000, 3.69000
2.60000, 4.52162, 1.38877, 0.30000, 1.38230, -0.31416, 3.68000
2.70000, 4.52724, 1.41824, 0.30000, 1.35088, -0.31416, 3.68000
2.80000, 4.53379, 1.44752, 0.30000, 1.31947, -0.31416, 3.67000
2.90000, 4.54125, 1.47658, 0.30000, 1.28805, -0.31416, 3.67000
3.00000, 4.54962, 1.50539, 0.30000, 1.25664, -0.31416, 3.68000
3.10000, 4.55889, 1.53392, 0.30000, 1.22522, -0.31416, 3.69000
3.20000, 4.56905, 1.56214, 0.30000, 1.19381, -0.31416, 3.70000
3.30000, 4.58009, 1.59004, 0.30000, 1.16239, -0.31416, 3.72000
3.40000, 4.59201, 1.61757, 0.30000, 1.16239, 0.00000, 3.69000
3.50000, 4.60392, 1.64510, 0.30000, 1.13097, -0.31416, 3.71000
3.60000, 4.61670, 1.67225, 0.30000, 1.09956, -0.31416, 3.74000
3.70000, 4.63032, 1.69898, 0.30000, 1.06814, -0.31416, 3.77000
3.80000, 4.64477, 1.72527, 0.30000, 1.03673, -0.31416, 3.81000
3.90000, 4.66004, 1.75109, 0.30000, 1.00531, -0.31416, 3.85000
4.00000, 4.67612, 1.77642, 0.30000, 0.97389, -0.31416, 3.90000
4.10000, 4.69298, 1.80123, 0.30000, 0.94248, -0.31416, 3.96000
4.20000, 4.71061, 1.82550, 0.30000, 0.91106, -0.31416, 4.02000
4.30000, 4.72900, 1.84921, 0.30000, 0.91106, 0.00000, 3.99000
4.40000, 4.74739, 1.87291, 0.30000, 0.87965, -0.31416, 4.06000
4.50000, 4.76651, 1.89603, 0.30000, 0.84823, -0.31416, 4.14000
4.60000, 4.78635, 1.91853, 0.30000, 0.81681, -0.31416, 4.23000
4.70000, 4.80688, 1.94040, 0.30000, 0.78540, -0.31416, 4.33000
4.80000, 4.82810, 1.96161, 0.30000, 0.75398, -0.31416, 4.44000
4.90000, 4.84997, 1.98215, 0.30000, 0.72257, -0.31416, 4.57000
5.00000, 4.87247, 2.00199, 0.30000, 0.72257, 0.00000, 4.54000
5.10000, 4.89497, 2.02183, 0.30000, 0.69115, -0.31416, 4.68000
5.20000, 4.91809, 2.04095, 0.30000, 0.65973, -0.31416, 4.83000
5.30000, 4.94179, 2.05934, 0.30000, 0.62832, -0.31416, 5.01000
5.40000, 4.96606, 2.07697, 0.30000, 0.59690, -0.31416, 5.21000
5.50000, 4.99088, 2.09383, 0.30000, 0.56549, -0.31416, 5.43000
5.60000, 5.01621, 2.10991, 0.30000, 0.53407, -0.31416, 5.68000
5.70000, 5.04203, 2.12518, 0.30000, 0.50265, -0.31416, 5.66000
5.80000, 5.06832, 2.13963, 0.30000, 0.47124, -0.31416, 5.54000
5.90000, 5.09505, 2.15325, 0.30000, 0.43982, -0.31416, 5.43000
6.00000, 5.12219, 2.16602, 0.30000, 0.43982, 0.00000, 5.40000
6.10000, 5.14934, 2.17880, 0.30000, 0.40841, -0.31416, 2.02000
6.20000, 5.17687, 2.19071, 0.30000, 0.43982, 0.31416, 5.34000
6.30000, 5.20401, 2.20349, 0.30000, 0.43982, 0.00000, 5.31000
6.40000, 5.23116, 2.21626, 0.30000, 0.43982, 0.00000, 5.28000
6.50000, 5.25830, 2.22903, 0.30000, 0.47124, 0.31416, 5.33000
6.60000, 5.28503, 2.24265, 0.30000, 0.50265, 0.31416, 5.39000
6.70000, 5.31132, 2.25710, 0.30000, 0.53407, 0.31416, 5.39000
6.80000, 5.33715, 2.27238, 0.30000, 0.53407, 0.00000, 5.36000
6.90000, 5.36297, 2.28765, 0.30000, 0.56549, 0.31416, 5.07000
7.00000, 5.38830, 2.30372, 0.30000, 0.59690, 0.31416, 4.80000
7.10000, 5.41311, 2.32058, 0.30000, 0.62832, 0.31416, 4.56000
7.20000, 5.43738, 2.33822, 0.30000, 0.65973, 0.31416, 4.35000
7.30000, 5.46109, 2.35661, 0.30000, 0.69115, 0.31416, 4.15000
7.40000, 5.48420, 2.37573, 0.30000, 0.72257, 0.31416, 3.97000
7.50000, 5.50670, 2.39557, 0.30000, 0.75398, 0.31416, 3.81000
7.60000, 5.52857, 2.41610, 0.30000, 0.78540, 0.31416, 3.66000
7.70000, 5.54979, 2.43732, 0.30000, 0.78540, 0.00000, 3.63000
7.80000, 5.57100, 2.45853, 0.30000, 0.81681, 0.31416, 3.49000
7.90000, 5.59154, 2.48040, 0.30000, 0.84823, 0.31416, 3.36000
8.00000, 5.61138, 2.50290, 0.30000, 0.87965, 0.31416, 3.25000
8.10000, 5.63050, 2.52602, 0.30000, 0.91106, 0.31416, 3.14000
8.20000, 5.64889, 2.54972, 0.30000, 0.94248, 0.31416, 3.03000
8.30000, 5.66652, 2.57399, 0.30000, 0.97389, 0.31416, 2.94000
8.40000, 5.68338, 2.59881, 0.30000, 1.00531, 0.31416, 2.85000
8.50000, 5.69946, 2.62414, 0.30000, 1.03673, 0.31416, 2.77000
8.60000, 5.71473, 2.64996, 0.30000, 1.03673, 0.00000, 2.74000
8.70000, 5.73000, 2.67578, 0.30000, 1.06814, 0.31416, 2.66000
8.80000, 5.74445, 2.70207, 0.30000, 1.09956, 0.31416, 2.58000
8.90000, 5.75807, 2.72880, 0.30000, 1.13097, 0.31416, 2.52000
9.00000, 5.77084, 2.75594, 0.30000, 1.16239, 0.31416, 2.45000
9.10000, 5.78276, 2.78348, 0.30000, 1.19381, 0.31416, 2.39000
9.20000, 5.79380, 2.81137, 0.30000, 1.22522, 0.31416, 2.33000
9.30000, 5.80397, 2.83960, 0.30000, 1.22522, 0.00000, 2.30000
9.40000, 5.81413, 2.86782, 0.30000, 1.25664, 0.31416, 2.25000
9.50000, 5.82340, 2.89635, 0.30000, 1.28805, 0.31416, 2.20000
9.60000, 5.83177, 2.92516, 0.30000, 1.31947, 0.31416, 2.15000
9.70000, 5.83923, 2.95422, 0.30000, 1.35088, 0.31416, 2.10000
9.80000, 5.84577, 2.98350, 0.30000, 1.38230, 0.31416, 2.06000
9.90000, 5.85139, 3.01297, 0.30000, 1.41372, 0.31416, 2.02000
10.00000, 5.85609, 3.04260, 0.30000, 1.44513, 0.31416, 1.98000
10.10000, 5.85985, 3.07236, 0.30000, 1.44513, 0.00000, 1.95000
10.20000, 5.86361, 3.10212, 0.30000, 1.47655, 0.31416, 1.91000
10.30000, 5.86643, 3.13199, 0.30000, 1.50796, 0.31416, 1.88000
10.40000, 5.86831, 3.16193, 0.30000, 1.53938, 0.31416, 1.84000
10.50000, 5.86926, 3.19192, 0.30000, 1.57080, 0.31416, 1.81000
10.60000, 5.86926, 3.22192, 0.30000, 1.60221, 0.31416, 1.78000
10.70000, 5.86831, 3.25190, 0.30000, 1.63363, 0.31416, 1.76000
10.80000, 5.86643, 3.28184, 0.30000, 1.63363, 0.00000, 1.73000
10.90000, 5.86455, 3.31178, 0.30000, 1.66504, 0.31416, 1.70000
11.00000, 5.86172, 3.34165, 0.30000, 1.69646, 0.31416, 1.68000
11.10000, 5.85796, 3.37141, 0.30000, 1.72788, 0.31416, 1.65000
11.20000, 5.85327, 3.40105, 0.30000, 1.75929, 0.31416, 1.63000
11.30000, 5.84765, 3.43051, 0.30000, 1.79071, 0.31416, 1.61000
11.40000, 5.84110, 3.45979, 0.30000, 1.79071, 0.00000, 1.58000
11.50000, 5.83456, 3.48907, 0.30000, 1.82212, 0.31416, 1.56000
11.60000, 5.82710, 3.51813, 0.30000, 1.85354, 0.31416, 1.55000
11.70000, 5.81873, 3.54694, 0.30000, 1.88496, 0.31416, 1.53000
11.80000, 5.80946, 3.57547, 0.30000, 1.91637, 0.31416, 1.52000
11.90000, 5.79930, 3.60369, 0.30000, 1.94779, 0.31416, 1.51000
12.00000, 5.78825, 3.63159, 0.30000, 1.97920, 0.31416, 1.50000
12.10000, 5.77634, 3.65912, 0.30000, 2.01062, 0.31416, 1.49000
12.20000, 5.76357, 3.68626, 0.30000, 2.01062, 0.00000, 1.46000
12.30000, 5.75079, 3.71341, 0.30000, 2.04204, 0.31416, 1.45000
12.40000, 5.73717, 3.74014, 0.30000, 2.07345, 0.31416, 1.44000
12.50000, 5.72272, 3.76643, 0.30000, 2.10487, 0.31416, 4.92000
12.60000, 5.70745, 3.79225, 0.20000, 2.10487, 0.00000, 4.89000
12.70000, 5.69727, 3.80947, 0.10000, 2.10487, 0.00000, 4.87000
12.80000, 5.69218, 3.81807, 0.10000, 2.10487, 0.00000, 4.86000
12.90000, 5.68709, 3.82668, 0.00000, 2.10487, 0.00000, 4.85000
13.00000, 5.68709, 3.82668, -0.10000, 2.10487, 0.00000, 4.85000
13.10000, 5.69218, 3.81807, -0.10000, 2.10487, 0.00000, 4.86000
13.20000, 5.69727, 3.80947, -0.10000, 2.13628, 0.31416, 4.97000
13.30000, 5.70263, 3.80102, -0.10000, 2.13628, 0.00000, 4.98000
13.40000, 5.70798, 3.79258, -0.10000, 2.16770, 0.31416, 5.09000
13.50000, 5.71361, 3.78431, -0.10000, 2.16770, 0.00000, 5.10000
13.60000, 5.71923, 3.77604, -0.10000, 2.19911, 0.31416, 5.23000
13.70000, 5.72510, 3.76795, -0.10000, 2.19911, 0.00000, 5.24000
13.80000, 5.73098, 3.75986, -0.10000, 2.23053, 0.31416, 5.37000
13.90000, 5.73711, 3.75196, -0.10000, 2.23053, 0.00000, 5.38000
14.00000, 5.74324, 3.74405, -0.10000, 2.26195, 0.31416, 5.53000
