431688863466;68852.820;34972.758;-950.000;0.08;237.199997;
431688863786;68852.820;34972.758;-951.000;0.1;237.199997;
431688864123;68847.141;34972.758;-950.000;0.17;237.199997;
431688864446;68841.469;34972.758;-950.000;0.25;237.199997;
431688864762;68835.789;34972.758;-950.000;0.34;237.199997;
431688865086;68824.445;34972.758;-951.000;0.47;237.199997;
431688865414;68807.422;34972.758;-952.000;0.38;237.199997;
431688865747;68801.750;34972.758;-952.000;0.46;237.199997;
431688866074;68784.719;34972.758;-953.000;0.51;237.199997;
431688866399;68762.039;35067.707;-953.000;0.64;237.199997;
431688866723;68756.375;35067.707;-956.000;0.62;237.199997;
431688867046;68739.344;35067.707;-956.000;0.47;237.199997;
431688867371;68733.672;35067.707;-956.000;0.48;237.199997;
431688867694;68722.320;35067.707;-955.000;0.38;237.199997;
431688868022;68710.969;35067.707;-956.000;0.27;237.199997;
431688868338;68705.297;35067.707;-956.000;0.17;237.199997;
431688868675;68705.297;35067.707;-956.000;0.05;237.199997;
431688868986;68705.297;35067.707;-956.000;0.03;237.199997;
431688869326;68705.297;35067.707;-956.000;0.05;237.199997;
431688869638;68705.297;35067.707;-956.000;0.02;237.199997;
431688869962;68705.297;35067.707;-956.000;0.01;237.199997;
431688870298;68705.297;35067.707;-956.000;0.01;237.199997;
431688870610;68705.297;35067.707;-956.000;0.0;237.199997;
431688870947;68705.297;35067.707;-956.000;0.01;237.199997;
431688871262;68705.297;35067.707;-956.000;0.02;237.199997;
431688871590;68705.297;35067.707;-956.000;0.01;237.199997;
431688871918;68705.297;35067.707;-956.000;0.04;237.199997;
431688872246;68705.297;35067.707;-956.000;0.02;237.199997;
431688872575;68705.297;35067.707;-956.000;0.01;237.199997;
431688872895;68705.297;35067.707;-956.000;0.03;237.199997;
431688873218;68705.297;35067.707;-956.000;0.01;237.199997;
431688873543;68705.297;35067.707;-956.000;0.02;237.199997;
431688873867;68705.297;35067.707;-956.000;0.02;237.199997;
431688874191;68705.297;35067.707;-956.000;0.02;237.199997;
431688874519;68705.297;35067.707;-955.000;0.02;237.199997;
431688874843;68705.297;35067.707;-955.000;0.03;237.199997;
